target,slug,county_code,county_name,district_code,school_code,charter_code,ada,high_needs,y201415,y201516,y202021,floor_targ_caveat
Robla Elementary,robla-elementary,34,Sacramento,67421,0000000,,2129,0.93,7786,9189,11592,FALSE
Rocketship Academy Brilliant Minds,rocketship-academy-brilliant-minds,43,Santa Clara,10439,0125781,1393,471,0.91,7849,9193,11545,FALSE
Rocketship Alma Academy,rocketship-alma-academy,43,Santa Clara,10439,0125799,1394,591,0.93,7314,8255,10091,FALSE
Rocketship Discovery Prep,rocketship-discovery-prep,43,Santa Clara,10439,0123281,1193,488,0.93,7181,8152,10008,FALSE
Rocketship Fuerza Community Prep,rocketship-fuerza-community-prep,43,Santa Clara,10439,0131110,1687,480,0.92,8135,9342,11568,FALSE
Rocketship Los Suenos Academy,rocketship-los-suenos-academy,43,Santa Clara,10439,0120642,1127,572,0.93,7753,9103,11452,FALSE
Rocketship Mateo Sheedy Elementary,rocketship-mateo-sheedy-elementary,43,Santa Clara,10439,0113704,0850,592,0.90,7379,8218,9943,FALSE
Rocketship Mosaic Elementary,rocketship-mosaic-elementary,43,Santa Clara,69450,0123299,1192,555,0.94,7678,9049,11414,FALSE
Rocketship Si Se Puede Academy,rocketship-si-se-puede-academy,43,Santa Clara,10439,0119024,1061,554,0.94,7738,9118,11499,FALSE
Rocketship Spark Academy,rocketship-spark-academy,43,Santa Clara,69450,0128108,1526,543,0.91,7876,9176,11479,FALSE
Rockford Elementary,rockford-elementary,54,Tulare,72090,0000000,,407,0.53,6772,7626,9295,FALSE
Rocklin Academy,rocklin-academy,31,Placer,75085,6118392,0308,366,0.11,6596,7154,8477,FALSE
Rocklin Academy at Meyers Street,rocklin-academy-at-meyers-street,31,Placer,75085,0114371,0900,174,0.13,6638,7200,8524,FALSE
Rocklin Academy Gateway,rocklin-academy-gateway,31,Placer,66852,0127928,1528,803,0.15,7272,7556,8637,FALSE
Rocklin Independent Charter Academy,rocklin-independent-charter-academy,31,Placer,75085,0128561,1573,128,0.36,7090,8159,10117,FALSE
Rocklin Unified,rocklin-unified,31,Placer,75085,0000000,,10848,0.21,6768,7562,9171,FALSE
Rocky Point Charter,rocky-point-charter,45,Shasta,75267,0113407,0849,173,0.58,7002,7841,9527,FALSE
Rolling Hills Middle,rolling-hills-middle,43,Santa Clara,69393,6046668,0887,957,0.21,6429,7045,8417,FALSE
Romoland Elementary,romoland-elementary,33,Riverside,67231,0000000,,3404,0.75,7084,8303,10427,FALSE
Rosedale Union Elementary,rosedale-union-elementary,15,Kern,63750,0000000,,5244,0.27,6563,7297,8811,FALSE
Roseland,roseland,49,Sonoma,70904,0000000,,1578,0.95,7935,9241,11557,FALSE
Roseland Charter,roseland-charter,49,Sonoma,70904,0101923,0558,1090,0.93,8277,9766,12328,FALSE
Rosemary Elementary,rosemary-elementary,43,Santa Clara,69393,6046676,0994,496,0.95,7635,8832,10993,FALSE
Rosemead Elementary,rosemead-elementary,19,Los Angeles,64931,0000000,,2705,0.89,7567,8923,11247,FALSE
Roseville City Elementary,roseville-city-elementary,31,Placer,66910,0000000,,9810,0.35,6603,7375,8937,FALSE
Roseville Joint Union High,roseville-joint-union-high,31,Placer,66928,0000000,,9822,0.30,7610,8523,10352,FALSE
Ross Valley Elementary,ross-valley-elementary,21,Marin,75002,0000000,,2228,0.12,6620,7196,8536,FALSE
Round Valley Unified,round-valley-unified,23,Mendocino,65607,0000000,,301,0.94,10609,11643,13868,FALSE
Rowland Heights Charter Academy,rowland-heights-charter-academy,19,Los Angeles,73452,0129031,1611,112,0.70,7577,8390,10106,FALSE
Rowland Unified,rowland-unified,19,Los Angeles,73452,0000000,,14378,0.73,7901,8968,10992,FALSE
Sacramento Charter High,sacramento-charter-high,34,Sacramento,67439,0102038,0596,920,0.73,8365,9627,11939,FALSE
Sacramento City Unified,sacramento-city-unified,34,Sacramento,67439,0000000,,40003,0.71,7905,8876,10798,FALSE
Sacramento Valley Charter,sacramento-valley-charter,57,Yolo,72694,0124875,1338,226,0.35,6605,7378,8947,FALSE
Saddleback Valley Unified,saddleback-valley-unified,30,Orange,73635,0000000,,27947,0.30,7111,7854,9431,FALSE
Salida Union Elementary,salida-union-elementary,50,Stanislaus,71266,0000000,,2475,0.72,7325,8351,10275,FALSE
Salinas City Elementary,salinas-city-elementary,27,Monterey,66142,0000000,,8758,0.86,7608,8908,11175,FALSE
Salinas Union High,salinas-union-high,27,Monterey,66159,0000000,,13574,0.71,8505,9426,11357,FALSE
Salmon Creek School - A Charter,salmon-creek-school-a-charter,49,Sonoma,70730,6110639,0941,140,0.51,6615,7415,9016,FALSE
San Antonio Union Elementary,san-antonio-union-elementary,27,Monterey,66167,0000000,,159,0.53,8845,9190,9539,FALSE
San Ardo Union Elementary,san-ardo-union-elementary,27,Monterey,66175,0000000,,105,0.98,7881,9346,11829,FALSE
San Benito High,san-benito-high,35,San Benito,67538,0000000,,2895,0.50,7793,8786,10727,FALSE
San Bernardino City Unified,san-bernardino-city-unified,36,San Bernardino,67876,0000000,,47508,0.93,8512,9933,12398,FALSE
San Bruno Park Elementary,san-bruno-park-elementary,41,San Mateo,69013,0000000,,2707,0.53,6420,7407,9202,FALSE
San Carlos Charter Learning Center,san-carlos-charter-learning-center,41,San Mateo,69021,6112213,0001,340,0.04,6584,7139,8396,FALSE
San Diego Cooperative Charter,san-diego-cooperative-charter,37,San Diego,68338,6119168,0396,440,0.30,6741,7366,8781,FALSE
San Diego Cooperative Charter School 2,san-diego-cooperative-charter-school-2,37,San Diego,68338,0127654,1510,151,0.42,7464,7958,9297,FALSE
San Diego Global Vision Academy,san-diego-global-vision-academy,37,San Diego,68338,0121681,1190,217,0.72,7098,8128,10042,FALSE
San Diego Global Vision Academy Middle,san-diego-global-vision-academy-middle,37,San Diego,68338,0125583,1384,81,0.72,6948,7845,9592,FALSE
San Diego Neighborhood Homeschools,san-diego-neighborhood-homeschools,37,San Diego,68213,0119560,1077,88,0.59,7231,8173,10001,FALSE
San Diego Unified,san-diego-unified,37,San Diego,68338,0000000,,106154,0.63,8042,9004,10866,FALSE
San Diego Virtual,san-diego-virtual,37,San Diego,68213,0123224,1264,285,0.62,7944,9030,11096,FALSE
San Francisco Flex Academy,san-francisco-flex-academy,38,San Francisco,76703,0121814,1208,78,0.51,7903,8824,10698,FALSE
San Francisco Unified,san-francisco-unified,38,San Francisco,68478,0000000,,51054,0.69,8254,9344,11364,FALSE
San Gabriel Unified,san-gabriel-unified,19,Los Angeles,75291,0000000,,5249,0.64,7340,8378,10324,FALSE
San Jacinto Unified,san-jacinto-unified,33,Riverside,67249,0000000,,9063,0.83,7606,9014,11407,FALSE
San Jacinto Valley Academy,san-jacinto-valley-academy,33,Riverside,67249,6114748,0129,1144,0.54,6910,7761,9452,FALSE
San Joaquin Building Futures Academy,san-joaquin-building-futures-academy,39,San Joaquin,10397,0121723,1198,82,0.88,8733,10327,13056,FALSE
San Jose Charter Academy,san-jose-charter-academy,19,Los Angeles,65094,6023527,0142,1196,0.48,6630,7457,9090,FALSE
San Jose Conservation Corps Charter,san-jose-conservation-corps-charter,43,Santa Clara,69427,4330676,0425,245,0.92,9344,10639,13090,FALSE
San Jose Unified,san-jose-unified,43,Santa Clara,69666,0000000,,30797,0.49,8265,9037,10667,FALSE
San Juan Choices Charter,san-juan-choices-charter,34,Sacramento,67447,3430758,0275,222,0.46,7568,8492,10334,FALSE
San Juan Unified,san-juan-unified,34,Sacramento,67447,0000000,,38032,0.52,7359,8169,9839,FALSE
San Leandro Unified,san-leandro-unified,01,Alameda,61291,0000000,,8287,0.68,7568,8584,10529,FALSE
San Lorenzo Unified,san-lorenzo-unified,01,Alameda,61309,0000000,,10728,0.72,7766,8846,10879,FALSE
San Lorenzo Valley Unified,san-lorenzo-valley-unified,44,Santa Cruz,69807,0000000,,2309,0.22,7236,7894,9372,FALSE
San Lucas Union Elementary,san-lucas-union-elementary,27,Monterey,66183,0000000,,55,0.88,11559,11692,13000,FALSE
San Marcos Unified,san-marcos-unified,37,San Diego,73791,0000000,,19690,0.47,6941,7833,9567,FALSE
San Marino Unified,san-marino-unified,19,Los Angeles,64964,0000000,,3074,0.15,6767,7551,9143,FALSE
San Mateo-Foster City,san-mateo-foster-city,41,San Mateo,69039,0000000,,11453,0.40,6680,7452,9024,FALSE
San Miguel Elementary,san-miguel-elementary,49,Sonoma,70805,6051858,1417,412,0.35,6608,7376,8942,FALSE
San Miguel Joint Union Elementary,san-miguel-joint-union-elementary,40,San Luis Obispo,68825,0000000,,583,0.71,7520,8468,10320,FALSE
San Pasqual Union Elementary,san-pasqual-union-elementary,37,San Diego,68353,0000000,,534,0.21,6706,7315,8701,FALSE
San Pasqual Valley Unified,san-pasqual-valley-unified,13,Imperial,63214,0000000,,723,0.95,9780,10883,13087,FALSE
San Rafael City Elementary,san-rafael-city-elementary,21,Marin,65458,0000000,,4495,0.67,7177,8145,9992,FALSE
San Ramon Valley Unified,san-ramon-valley-unified,07,Contra Costa,61804,0000000,,31081,0.08,6643,7390,8928,FALSE
San Ysidro Elementary,san-ysidro-elementary,37,San Diego,68379,0000000,,4874,0.87,7584,8866,11118,FALSE
Sanger Academy Charter,sanger-academy-charter,10,Fresno,62414,6117873,0283,590,0.75,7062,8290,10427,FALSE
Sanger Unified,sanger-unified,10,Fresno,62414,0000000,,9320,0.82,7972,9221,11465,FALSE
Santa Ana Unified,santa-ana-unified,30,Orange,66670,0000000,,51974,0.94,8074,9564,12100,FALSE
Santa Barbara Charter,santa-barbara-charter,42,Santa Barbara,76786,6111603,0020,290,0.23,6454,7210,8745,FALSE
Santa Barbara Unified,santa-barbara-unified,42,Santa Barbara,76786,0000000,,13537,0.54,7836,8503,10009,FALSE
Santa Clara Elementary,santa-clara-elementary,56,Ventura,72579,0000000,,56,0.23,7580,8190,8735,FALSE
Santa Clarita Valley International,santa-clarita-valley-international,19,Los Angeles,65136,0117234,0981,966,0.26,6818,7538,9069,FALSE
Santa Cruz City High,santa-cruz-city-high,44,Santa Cruz,69823,0000000,,3951,0.41,8144,8829,10352,FALSE
Santa Maria Joint Union High,santa-maria-joint-union-high,42,Santa Barbara,69310,0000000,,7383,0.74,8435,9757,12139,FALSE
Santa Maria-Bonita Elementary,santa-maria-bonita-elementary,42,Santa Barbara,69120,0000000,,15531,0.92,7703,9072,11434,FALSE
Santa Monica Boulevard Community Charter,santa-monica-boulevard-community-charter,19,Los Angeles,64733,6019079,0446,940,0.98,8050,9129,11198,FALSE
Santa Monica-Malibu Unified,santa-monica-malibu-unified,19,Los Angeles,64980,0000000,,10849,0.30,7036,7800,9392,FALSE
Santa Paula Unified,santa-paula-unified,56,Ventura,76828,0000000,,5275,0.88,8268,9573,11901,FALSE
Santa Rita Union Elementary,santa-rita-union-elementary,27,Monterey,66191,0000000,,3173,0.79,7323,8535,10674,FALSE
Santa Rosa Academy,santa-rosa-academy,33,Riverside,67116,0109843,0730,1484,0.23,6796,7546,9109,FALSE
Santa Rosa Accelerated Charter,santa-rosa-accelerated-charter,49,Sonoma,70920,0102533,0522,122,0.06,6282,6842,8035,FALSE
Santa Rosa Charter,santa-rosa-charter,49,Sonoma,70912,6113278,0075,182,0.21,6768,7326,8630,FALSE
Santa Rosa Charter School for the Arts,santa-rosa-charter-school-for-the-arts,49,Sonoma,70912,0113530,0845,348,0.33,6567,7317,8856,FALSE
Santa Rosa Elementary,santa-rosa-elementary,49,Sonoma,70912,0000000,,4183,0.78,7787,8813,10775,FALSE
Santa Rosa French-American Charter (SRFACS),santa-rosa-french-american-charter-srfacs,49,Sonoma,70912,0125831,1397,402,0.31,6631,7411,8990,FALSE
Santa Rosa High,santa-rosa-high,49,Sonoma,70920,0000000,,10521,0.50,7806,8620,10347,FALSE
Santa Ynez Valley Charter,santa-ynez-valley-charter,42,Santa Barbara,69179,6118434,0337,180,0.21,6747,7288,8607,FALSE
Santee,santee,37,San Diego,68361,0000000,,6278,0.42,6797,7577,9160,FALSE
Santiago Middle,santiago-middle,30,Orange,66621,6085328,0066,937,0.63,6957,7669,9206,FALSE
Sartorette Charter,sartorette-charter,43,Santa Clara,69385,6046494,0497,504,0.31,6548,7326,8896,FALSE
Saucelito Elementary,saucelito-elementary,54,Tulare,72108,0000000,,86,0.83,9550,9695,10821,FALSE
Saugus Union,saugus-union,19,Los Angeles,64998,0000000,,9707,0.27,6637,7356,8859,FALSE
SAVA: Sacramento Academic and Vocational Academy,sava-sacramento-academic-and-vocational-academy,34,Sacramento,76505,0114272,0878,692,0.87,8750,10251,12876,FALSE
Savanna Elementary,savanna-elementary,30,Orange,66696,0000000,,2375,0.79,7423,8619,10746,FALSE
SCALE Leadership Academy,scale-leadership-academy,19,Los Angeles,75309,0129411,1636,20,0.57,7276,7736,9018,FALSE
School of Arts and Enterprise,school-of-arts-and-enterprise,19,Los Angeles,75697,1996693,0505,652,0.79,8490,9576,11700,FALSE
School of Extended Educational Options,school-of-extended-educational-options,19,Los Angeles,64907,0115170,0914,201,0.81,8631,9997,12454,FALSE
School of Unlimited Learning,school-of-unlimited-learning,10,Fresno,62166,1030642,0149,184,0.96,9556,10774,13158,FALSE
Science & Technology Academy at Knights Landing,science-and-technology-academy-at-knights-landing,57,Yolo,72710,0121749,1201,251,0.53,6811,7635,9284,FALSE
Scotia Union Elementary,scotia-union-elementary,12,Humboldt,63024,0000000,,215,0.66,7194,8165,10004,FALSE
Scott Valley Unified,scott-valley-unified,47,Siskiyou,76455,0000000,,633,0.68,9806,10461,11338,FALSE
Scotts Valley Unified,scotts-valley-unified,44,Santa Cruz,75432,0000000,,2404,0.12,6679,7445,9008,FALSE
Sebastopol Independent Charter,sebastopol-independent-charter,49,Sonoma,70938,6113039,0078,279,0.29,6670,7337,8793,FALSE
Sebastopol Union Elementary,sebastopol-union-elementary,49,Sonoma,70938,0000000,,556,0.48,7180,7743,9127,FALSE
Seeley Union Elementary,seeley-union-elementary,13,Imperial,63222,0000000,,335,0.90,8059,9294,11520,FALSE
Seiad Elementary,seiad-elementary,47,Siskiyou,70458,0000000,,25,0.85,12874,14127,16789,FALSE
Selma Unified,selma-unified,10,Fresno,62430,0000000,,6246,0.84,7989,9266,11545,FALSE
Semitropic Elementary,semitropic-elementary,15,Kern,63768,0000000,,267,0.95,8406,9959,12508,FALSE
Sequoia Union Elementary,sequoia-union-elementary,54,Tulare,72116,0000000,,310,0.39,6988,7674,9159,FALSE
Serrania Avenue Charter For Enriched Studies,serrania-avenue-charter-for-enriched-studies,19,Los Angeles,64733,6019111,1484,597,0.35,6569,7379,8987,FALSE
Shaffer Union Elementary,shaffer-union-elementary,18,Lassen,64188,0000000,,197,0.67,7559,8564,10447,FALSE
Shandon Joint Unified,shandon-joint-unified,40,San Luis Obispo,68833,0000000,,281,0.78,10227,11222,13363,FALSE
Shasta Charter Academy,shasta-charter-academy,45,Shasta,70136,4530267,0256,245,0.32,7617,8482,10263,FALSE
Shasta Union Elementary,shasta-union-elementary,45,Shasta,70128,0000000,,154,0.40,6931,7717,9314,FALSE
Shasta Union High,shasta-union-high,45,Shasta,70136,0000000,,4298,0.41,8310,9010,10657,FALSE
Shenandoah Valley,shenandoah-valley,03,Amador,10033,0129692,1662,29,0.29,6771,7307,8622,FALSE
Sherman Oaks Elementary,sherman-oaks-elementary,43,Santa Clara,69393,6046692,0304,501,0.81,7416,8562,10641,FALSE
Sherman Oaks Elementary Charter,sherman-oaks-elementary-charter,19,Los Angeles,64733,6019186,1348,782,0.27,6527,7314,8892,FALSE
Sherman Thomas Charter,sherman-thomas-charter,20,Madera,65243,0100016,0507,205,0.48,7022,7638,9073,FALSE
Sherman Thomas Charter High,sherman-thomas-charter-high,20,Madera,65243,0118950,1058,44,0.57,8059,9013,10942,FALSE
Sherwood Montessori,sherwood-montessori,04,Butte,61424,0121475,1166,138,0.26,6582,7293,8789,FALSE
Shiloh Charter,shiloh-charter,50,Stanislaus,71274,0121558,1175,87,0.86,7493,8610,10665,FALSE
Shiloh Elementary,shiloh-elementary,50,Stanislaus,71274,0000000,,49,0.81,9768,10529,11959,FALSE
SIATech,siatech,37,San Diego,68452,0106120,0627,1026,0.98,9899,11091,13481,FALSE
SIATech Academy South,siatech-academy-south,19,Los Angeles,75309,0131383,1700,38,0.81,9258,10334,12525,FALSE
Sierra Academy of Expeditionary Learning,sierra-academy-of-expeditionary-learning,29,Nevada,66357,0124834,1336,68,0.28,8003,8665,10253,FALSE
Sierra Charter,sierra-charter,10,Fresno,62166,0114355,0898,496,0.80,8137,9470,11839,FALSE
Sierra Expeditionary Learning,sierra-expeditionary-learning,31,Placer,66944,0121624,1180,209,0.25,6565,7252,8721,FALSE
Sierra Foothill Charter,sierra-foothill-charter,22,Mariposa,65532,0125823,1396,135,0.47,6719,7508,9109,FALSE
Sierra Montessori Academy,sierra-montessori-academy,29,Nevada,10298,0114975,0947,99,0.46,6876,7572,9082,FALSE
Sierra Sands Unified,sierra-sands-unified,15,Kern,73742,0000000,,4676,0.55,7302,8143,9846,FALSE
Sierra Unified,sierra-unified,10,Fresno,75275,0000000,,1271,0.44,9576,10123,10750,FALSE
Sierra Vista Charter high,sierra-vista-charter-high,54,Tulare,72249,0130708,1664,105,0.80,8970,10017,12146,FALSE
Sierra-Plumas Joint Unified,sierra-plumas-joint-unified,46,Sierra,70177,0000000,,374,0.47,11137,11755,13484,FALSE
Silicon Valley Flex Academy,silicon-valley-flex-academy,43,Santa Clara,10439,0121780,1209,293,0.17,6954,7601,9064,FALSE
Silver Oak High Public Montessori Charter,silver-oak-high-public-montessori-charter,01,Alameda,61192,0127944,1543,106,0.62,8047,9144,11234,FALSE
Silver Valley Unified,silver-valley-unified,36,San Bernardino,73890,0000000,,2220,0.54,7493,8287,9934,FALSE
Simi Valley Unified,simi-valley-unified,56,Ventura,72603,0000000,,17580,0.33,7243,7938,9471,FALSE
Siskiyou Union High,siskiyou-union-high,47,Siskiyou,70466,0000000,,570,0.47,10719,11255,12960,FALSE
Six Rivers Charter High,six-rivers-charter-high,12,Humboldt,62687,0107110,0642,95,0.39,7741,8637,10466,FALSE
Sixth Grade Charter Academy at Petaluma Jr. High,sixth-grade-charter-academy-at-petaluma-jr-high,49,Sonoma,70854,0124339,1297,59,0.24,6500,7033,8319,FALSE
Sixth Street Prep,sixth-street-prep,36,San Bernardino,67918,6101927,0309,245,0.83,7800,8893,10952,FALSE
Sky Mountain Charter,sky-mountain-charter,36,San Bernardino,75051,0115089,0905,2233,0.20,6527,7247,8747,FALSE
SLVUSD Charter,slvusd-charter,44,Santa Cruz,69807,4430179,0025,295,0.10,6655,7327,8787,FALSE
Smythe Academy of Arts and Sciences,smythe-academy-of-arts-and-sciences,34,Sacramento,76505,6033336,0796,1033,0.93,7670,8935,11179,FALSE
Snelling-Merced Falls Union Elementary,snelling-merced-falls-union-elementary,24,Merced,65839,0000000,,100,0.84,8741,9675,11580,FALSE
Snowline Joint Unified,snowline-joint-unified,36,San Bernardino,73957,0000000,,7492,0.62,7267,8330,10284,FALSE
SOAR Charter Academy,soar-charter-academy,36,San Bernardino,67876,0117192,0982,432,0.76,7376,8424,10389,FALSE
Sol Aureus College Preparatory,sol-aureus-college-preparatory,34,Sacramento,67439,0101295,0552,281,0.73,7120,8258,10297,FALSE
Soledad Enrichment Action Charter High,soledad-enrichment-action-charter-high,19,Los Angeles,10199,1996008,0124,1000,0.92,9326,10537,12890,FALSE
Soledad Unified,soledad-unified,27,Monterey,75440,0000000,,4723,0.93,8200,9620,12084,FALSE
Solvang Elementary,solvang-elementary,42,Santa Barbara,69336,0000000,,600,0.59,7412,8048,9519,FALSE
Somis Union Elementary,somis-union-elementary,56,Ventura,72611,0000000,,249,0.71,7186,8333,10367,FALSE
Sonoma Charter,sonoma-charter,49,Sonoma,70953,6111678,0009,208,0.34,6890,7476,8862,FALSE
Sonoma Mountain Elementary,sonoma-mountain-elementary,49,Sonoma,70847,6114755,1450,428,0.24,6493,7206,8695,FALSE
Sonora Elementary,sonora-elementary,55,Tuolumne,72371,0000000,,664,0.47,7186,7889,9407,FALSE
Sonora Union High,sonora-union-high,55,Tuolumne,72389,0000000,,1080,0.43,8646,9411,11125,FALSE
Soquel Union Elementary,soquel-union-elementary,44,Santa Cruz,69849,0000000,,1952,0.37,6799,7512,9022,FALSE
Soulsbyville Elementary,soulsbyville-elementary,55,Tuolumne,72397,0000000,,502,0.48,7128,7822,9334,FALSE
South Bay Charter,south-bay-charter,12,Humboldt,63032,0124289,1303,81,0.62,7007,7827,9491,FALSE
South Bay Union,south-bay-union,37,San Diego,68395,0000000,,5524,0.85,7863,9000,11101,FALSE
South Bay Union Elementary,south-bay-union-elementary,12,Humboldt,63032,0000000,,437,0.68,7526,8418,10204,FALSE
South Fork Union ,south-fork-union-,15,Kern,63784,0000000,,241,0.80,7913,9013,11054,FALSE
South Monterey County Joint Union High,south-monterey-county-joint-union-high,27,Monterey,66068,0000000,,1908,0.86,9053,10499,13074,FALSE
South Pasadena Unified,south-pasadena-unified,19,Los Angeles,65029,0000000,,4636,0.21,6849,7610,9183,FALSE
South Sutter Charter,south-sutter-charter,51,Sutter,71407,0109793,0724,2096,0.35,6875,7646,9242,FALSE
South Whittier Elementary,south-whittier-elementary,19,Los Angeles,65037,0000000,,3111,0.92,7680,9059,11469,FALSE
Southern California Online Academy,southern-california-online-academy,33,Riverside,75176,0124859,1327,282,0.32,7173,7996,9683,FALSE
Southern Humboldt Joint Unified,southern-humboldt-joint-unified,12,Humboldt,63040,0000000,,713,0.52,9520,10168,11491,FALSE
Southern Kern Unified,southern-kern-unified,15,Kern,63776,0000000,,3026,0.90,7947,9457,11994,FALSE
Southern Trinity Joint Unified,southern-trinity-joint-unified,53,Trinity,73833,0000000,,96,0.80,17926,18822,21438,FALSE
Southside Elementary,southside-elementary,35,San Benito,67553,0000000,,230,0.37,6700,7386,8867,FALSE
Spreckels Union Elementary,spreckels-union-elementary,27,Monterey,66225,0000000,,942,0.19,6679,7366,8821,FALSE
Spring Creek Matanzas Charter,spring-creek-matanzas-charter,49,Sonoma,70896,6052039,1105,567,0.46,6680,7500,9131,FALSE
Springville Union Elementary,springville-union-elementary,54,Tulare,72132,0000000,,279,0.42,7401,8083,9571,FALSE
Squaw Valley Preparatory,squaw-valley-preparatory,31,Placer,66852,0127902,1529,91,0.31,6880,7759,9478,FALSE
St. HOPE Public School 7,st-hope-public-school-7,34,Sacramento,67439,0101048,0491,566,0.82,7262,8320,10284,FALSE
Standard Elementary,standard-elementary,15,Kern,63792,0000000,,2910,0.76,7928,8746,10498,FALSE
Stanislaus Alternative Charter,stanislaus-alternative-charter,50,Stanislaus,10504,0129023,1607,331,0.95,8458,9890,12406,FALSE
Stanislaus Union Elementary,stanislaus-union-elementary,50,Stanislaus,71282,0000000,,3205,0.70,7113,8214,10201,FALSE
Steele Canyon High,steele-canyon-high,37,San Diego,68130,3731262,0893,2109,0.27,7680,8500,10234,FALSE
Stella Middle Charter Academy,stella-middle-charter-academy,19,Los Angeles,64733,0100669,0535,536,0.98,7675,8762,10800,FALSE
Stellar Charter,stellar-charter,45,Shasta,70110,6116925,0223,124,0.56,6732,7583,9255,FALSE
Stellar Secondary Charter High,stellar-secondary-charter-high,45,Shasta,70110,4530341,0490,79,0.45,7785,8717,10590,FALSE
Stephen W. Hawking Charter,stephen-w-hawking-charter,37,San Diego,68411,0126086,1407,312,0.77,7012,8098,10068,FALSE
"Stephen W. Hawkings II Science, Technology, Engineering, Art and Math Charter",stephen-w-hawkings-ii-science-technology-engineering-art-and-math-charter,37,San Diego,68411,0128082,1524,256,0.92,7981,8679,10306,FALSE
Stockton Collegiate International Elementary,stockton-collegiate-international-elementary,39,San Joaquin,68676,0120725,1142,396,0.70,7029,8151,10164,FALSE
Stockton Collegiate International Secondary,stockton-collegiate-international-secondary,39,San Joaquin,68676,0120733,1143,452,0.56,7242,8128,9894,FALSE
Stockton Unified,stockton-unified,39,San Joaquin,68676,0000000,,32803,0.88,8328,9622,11934,FALSE
Stockton Unified Early College Academy,stockton-unified-early-college-academy,39,San Joaquin,68676,0119743,1083,365,0.69,8195,9444,11723,FALSE
Stone Bridge,stone-bridge,28,Napa,66266,0108605,0679,254,0.16,6694,7259,8574,FALSE
Stone Corral Elementary,stone-corral-elementary,54,Tulare,72140,0000000,,142,0.98,8515,9720,11965,FALSE
Stony Creek Joint Unified,stony-creek-joint-unified,11,Glenn,62653,0000000,,94,0.82,15779,16357,18550,FALSE
Stony Point Academy,stony-point-academy,49,Sonoma,70615,0127662,1511,76,0.89,7849,8942,11006,FALSE
Strathmore Union Elementary,strathmore-union-elementary,54,Tulare,72157,0000000,,831,0.96,8001,9391,11791,FALSE
Student Empowerment Academy,student-empowerment-academy,19,Los Angeles,64733,0112862,1582,269,0.97,9246,10543,12987,FALSE
Success One!,success-one!,11,Glenn,10116,0130724,1666,25,0.72,7991,9379,11794,FALSE
Sulphur Springs Union,sulphur-springs-union,19,Los Angeles,65045,0000000,,5301,0.56,6978,7803,9455,FALSE
Summerville Elementary,summerville-elementary,55,Tuolumne,72405,0000000,,371,0.50,7116,7805,9312,FALSE
Summerville Union High,summerville-union-high,55,Tuolumne,72413,0000000,,455,0.24,11838,12571,14575,FALSE
Summit Charter Academy,summit-charter-academy,54,Tulare,71837,0109009,0690,1555,0.67,7139,8187,10126,FALSE
Summit Leadership Academy-High Desert,summit-leadership-academy-high-desert,36,San Bernardino,75044,0107516,0671,171,0.75,8173,9609,12099,FALSE
Summit Preparatory Charter High,summit-preparatory-charter-high,41,San Mateo,69062,0112722,0835,368,0.50,7884,8812,10692,FALSE
Summit Public School K2,summit-public-school-k2,07,Contra Costa,10074,0129684,1650,118,0.66,7423,8115,9677,FALSE
Summit Public School: Denali,summit-public-school-denali,43,Santa Clara,10439,0128090,1516,200,0.31,6748,7268,8564,FALSE
Summit Public School: Rainier,summit-public-school-rainier,43,Santa Clara,69427,0123745,1276,254,0.51,7886,8821,10709,FALSE
Summit Public School: Shasta,summit-public-school-shasta,41,San Mateo,68924,0127548,1500,209,0.31,7581,8494,10325,FALSE
Summit Public School: Tahoma,summit-public-school-tahoma,43,Santa Clara,10439,0123794,1282,317,0.50,7876,8809,10693,FALSE
Sundale Union Elementary,sundale-union-elementary,54,Tulare,72173,0000000,,799,0.46,6821,7612,9209,FALSE
Sunnyside Union Elementary,sunnyside-union-elementary,54,Tulare,72181,0000000,,342,0.87,8027,9241,11421,FALSE
Sunol Glen Unified,sunol-glen-unified,01,Alameda,75119,0000000,,267,0.12,7940,8315,8713,FALSE
Sunridge Charter,sunridge-charter,49,Sonoma,70961,4930350,0481,255,0.19,6637,7251,8643,FALSE
Sunrise Middle,sunrise-middle,43,Santa Clara,10439,0124065,1290,146,1.00,7174,8015,9721,FALSE
Superior Street Elementary,superior-street-elementary,19,Los Angeles,64733,6019392,1476,539,0.50,6677,7542,9224,FALSE
Surprise Valley Joint Unified,surprise-valley-joint-unified,25,Modoc,65896,0000000,,106,0.69,13725,14117,15943,FALSE
Susanville Elementary,susanville-elementary,18,Lassen,64196,0000000,,984,0.58,7100,7920,9576,FALSE
Sutter Union High,sutter-union-high,51,Sutter,71449,0000000,,691,0.30,7901,8709,10439,FALSE
Sweetwater Union High,sweetwater-union-high,37,San Diego,68411,0000000,,38288,0.61,8135,8957,10732,FALSE
Sycamore Academy of Science and Cultural Arts,sycamore-academy-of-science-and-cultural-arts,33,Riverside,75176,0120204,1118,382,0.35,6610,7361,8907,FALSE
Sycamore Valley Academy,sycamore-valley-academy,54,Tulare,72256,0125542,1382,285,0.32,6595,7337,8871,FALSE
Sylvan Union Elementary,sylvan-union-elementary,50,Stanislaus,71290,0000000,,8025,0.55,6739,7597,9269,FALSE
